Gene Names	Accession	Entry
YNL306W	OG6_119305	P42847
YNL307C	OG6_222618	P21965
YNL308C	OG6_103057	P42846
YNL309W	OG6_500461	P42845
YNL310C	OG6_103202	P42844
YNL311C	OG6_500450	P42843
YNL312W	OG6_102423	P26754
YNL313C	OG6_101869	P42842
YNL314W	OG6_500072	P21705
YNL315C	OG6_102875	P32453
YNL316C	OG6_102434	P32452
YNL317W	OG6_102397	P42841
YNL318C	OG6_100060	P42833
YNL320W	OG6_101827	P42840
YNL321W	OG6_105919	P42839
YNL322C	OG6_500418	P17260
YNL323W	OG6_138269	P42838
YNL325C	OG6_101803	P42837
YNL326C	OG6_100499	P42836
YNL327W	OG6_109925	P42835
YNL328C	OG6_101286	P42834
YNL329C	OG6_103617	P33760
YNL330C	OG6_100248	P32561
YNL331C	OG6_101126	P42884
YNL332W	OG6_107444	P42883
YNL333W	OG6_102840	P53824
YNL334C	OG6_103407	P53823
YNL335W	OG6_129919	P0CH64
YNL336W	OG6_111794	P53822
YNL339C	OG6_108906	P53819
YNR001C	OG6_101425	P00890
YNR002C	OG6_103278	P32907
YNR003C	OG6_102251	P32910
YNR004W	OG6_500139	P40342
YNR006W	OG6_110729	P40343
YNR007C	OG6_102211	P40344
YNR008W	OG6_107778	P40345
YNR009W	OG6_500069	P53718
YNR010W	OG6_500030	P33308
YNR011C	OG6_100085	P20095
YNR012W	OG6_100147	P27515
YNR013C	OG6_105067	P27514
YNR014W	OG6_500519	P53719
YNR015W	OG6_102617	P53720
YNR016C	OG6_101052	Q00955
YNR017W	OG6_102649	P32897
YNR018W	OG6_109522	P53721
YNR019W	OG6_101524	P53629
YNR020C	OG6_102968	P53722
YNR021W	OG6_103006	P53723
YNR022C	OG6_500509	P53724
YNR023W	OG6_100964	P53628
YNR024W	OG6_500560	P53725
YNR026C	OG6_137497	P11655
YNR027W	OG6_102185	P53727
YNR028W	OG6_222555	P53728
YNR029C	OG6_100509	P53729
YNR030W	OG6_104021	P53730
YNR031C	OG6_104404	P53599
YNR032C-A	OG6_103313	Q6Q546
YNR032W	OG6_110133	P32838
YNR033W	OG6_106370	P37254
YNR034W	OG6_101429	P50278
YNR034W-A	OG6_500083	Q3E841
YNR035C	OG6_102851	P53731
YNR036C	OG6_101451	P53732
YNR037C	OG6_100373	P53733
YNR038W	OG6_103754	P53734
YNR039C	OG6_119781	P53735
YNR040W	OG6_499902	P53736
YNR041C	OG6_101249	P32378
YNR043W	OG6_102327	P32377
YNR044W	OG6_499898	P32323
YNR045W	OG6_500352	P07390
YNR046W	OG6_102098	P53738
YNR047W	OG6_105018	P53739
YNR048W	OG6_100927	P53740
YNR049C	OG6_500369	P53604
YNR050C	OG6_101775	P38999
YNR051C	OG6_102794	P53741
YNR052C	OG6_101138	P39008
YNR053C	OG6_101829	P53742
YNR054C	OG6_102746	P53743
YNR055C	OG6_127200	P53389
YNR056C	OG6_500120	P53744
YNR057C	OG6_109942	P53630
YNR058W	OG6_104145	P50277
YNR059W	OG6_105463	P53745
YNR060W	OG6_114877	P53746
YNR061C	OG6_149327	P53747
YNR062C	OG6_170475	P53748
YNR063W	OG6_500728	P53749
YNR064C	OG6_116520	P53750
YNR065C	OG6_101285	P53751
YNR066C	OG6_181775	P53752
YNR067C	OG6_105573	P53753
YNR068C	OG6_160270	P53754
YNR069C	OG6_160270	P53755
YNR070W	OG6_100151	P53756
YNR071C	OG6_101504	P53757
YNR072W	OG6_100060	P53631
YNR073C	OG6_109307	P0CX09
YNR074C	OG6_102044	P52923
YNR075C-A	OG6_222541	Q8TGJ2
YNR075W	OG6_111794	P52924
YNR076W	OG6_109825	P0CE90
YNR077C	OG6_181778	P53758
YOL001W	OG6_101636	P20052
YOL002C	OG6_100486	Q12442
YOL003C	OG6_103912	Q12006
YOL004W	OG6_101145	P22579
YOL005C	OG6_101401	P38902
YOL006C	OG6_101409	P04786
YOL007C	OG6_500168	Q08054
YOL008W	OG6_102109	Q08058
YOL009C	OG6_112022	Q92328
YOL010W	OG6_102522	Q08096
YOL011W	OG6_108039	Q08108
YOL012C	OG6_101774	Q12692
YOL013C	OG6_102274	Q08109
YOL013W-A	OG6_181782	Q870I1
YOL013W-A	OG6_181782	P0C272
YOL014W	OG6_500689	Q08110
YOL015W	OG6_500712	Q08118
YOL016C	OG6_100153	P22517
YOL017W	OG6_222577	Q08119
YOL018C	OG6_101604	Q08144
YOL019W	OG6_500136	Q08157
YOL019W-A	OG6_500397	Q8TGS2
YOL020W	OG6_129506	P38967
YOL021C	OG6_101226	Q08162
YOL022C	OG6_103161	P25040
YOL023W	OG6_100987	P25038
YOL024W	OG6_500314	Q08172
YOL025W	OG6_500891	Q92325
YOL026C	OG6_123095	Q08176
YOL027C	OG6_101861	Q08179
YOL028C	OG6_131160	Q08182
YOL029C	OG6_500284	Q08187
YOL030W	OG6_122891	Q08193
YOL031C	OG6_157519	Q08199
YOL032W	OG6_102809	Q08202
YOL033W	OG6_101161	P48525
YOL034W	OG6_102083	Q08204
YOL036W	OG6_500251	Q08206
YOL038C-A	OG6_500076	Q3E7Z9
YOL038W	OG6_101207	P40303
YOL039W	OG6_500704	P05319
YOL040C	OG6_100373	Q01855
YOL041C	OG6_103046	Q08208
YOL042W	OG6_500467	Q08213
YOL043C	OG6_100563	Q08214
YOL044W	OG6_500663	Q08215
YOL045W	OG6_104334	Q08217
YOL047C	OG6_500196	Q08218
YOL048C	OG6_110243	Q08219
YOL049W	OG6_101596	Q08220
YOL051W	OG6_500082	P19659
YOL052C	OG6_102374	P21182
YOL052C-A	OG6_500630	P89113
YOL053W	OG6_500297	Q08223
YOL054W	OG6_500917	Q12161
YOL055C	OG6_102750	Q08224
YOL056W	OG6_222556	Q12326
YOL057W	OG6_103290	Q08225
YOL058W	OG6_101359	P22768
YOL059W	OG6_100385	P41911
YOL060C	OG6_100176	Q12296
YOL061W	OG6_121392	Q12265
YOL062C	OG6_102976	Q99186
YOL063C	OG6_500576	Q08226
YOL064C	OG6_106695	P32179
YOL065C	OG6_119809	Q08227
YOL066C	OG6_100211	Q12362
YOL067C	OG6_500902	P32607
YOL068C	OG6_103854	P53685
YOL069W	OG6_103846	P33895
YOL070C	OG6_499885	Q08229
YOL071W	OG6_102226	Q08230
YOL072W	OG6_121412	Q08231
YOL073C	OG6_104409	Q08232
YOL075C	OG6_100076	Q08234
YOL076W	OG6_102465	Q12387
YOL077C	OG6_101913	Q08235
YOL077W-A	OG6_116431	P81451
YOL078W	OG6_114145	Q08236
YOL080C	OG6_102721	Q08237
YOL081W	OG6_103500	P19158
YOL082W	OG6_222619	P35193
YOL083W	OG6_222619	Q12292
YOL084W	OG6_100323	Q12252
YOL086C	OG6_100245	P00330
YOL086W-A	OG6_105266	Q3E835
YOL087C	OG6_103667	Q99247
YOL088C	OG6_500569	Q99316
YOL089C	OG6_222546	Q12180
YOL090W	OG6_102031	P25847
YOL091W	OG6_500928	Q12411
YOL092W	OG6_102512	Q12010
YOL093W	OG6_102182	Q12400
YOL094C	OG6_100321	P40339
YOL095C	OG6_110381	Q12039
YOL096C	OG6_102172	P27680
YOL097C	OG6_101168	Q12109
YOL097W-A	OG6_500846	Q3E7Y9
YOL098C	OG6_105738	Q12496
YOL100W	OG6_101713	Q12236
YOL101C	OG6_500857	Q99393
YOL102C	OG6_102028	Q12272
YOL103W	OG6_102726	P30606
YOL103W-A	OG6_100069	Q92392
YOL103W-B	OG6_100069	Q12273
YOL104C	OG6_500715	Q12366
YOL105C	OG6_500324	Q12215
YOL107W	OG6_103163	Q12239
YOL108C	OG6_127184	P13902
YOL109W	OG6_114487	Q08245
YOL110W	OG6_500327	P41912
YOL111C	OG6_153145	Q12285
YOL112W	OG6_100958	Q12317
YOL113W	OG6_100484	Q12469
YOL114C	OG6_102939	Q12322
YOL115W	OG6_101092	P53632
YOL116W	OG6_500426	P22148
YOL117W	OG6_500808	Q12348
YOL119C	OG6_100246	Q08268
YOL120C	OG6_100803	P0CX49
YOL121C	OG6_100904	P07280
YOL122C	OG6_100775	P38925
YOL123W	OG6_101082	Q99383
YOL124C	OG6_102168	Q12463
YOL125W	OG6_103381	Q12383
YOL126C	OG6_101066	P22133
YOL127W	OG6_100365	P04456
YOL128C	OG6_222618	Q12222
YOL129W	OG6_102597	Q12016
YOL130W	OG6_101780	Q08269
YOL131W	OG6_500319	Q08270
YOL136C	OG6_500009	Q12471
YOL132W	OG6_107446	Q08271
YOL133W	OG6_102466	Q08273
YOL135C	OG6_103150	Q08278
YOL137W	OG6_108411	Q08280
YOL138C	OG6_104440	Q08281
YOL139C	OG6_100627	P07260
YOL140W	OG6_100416	P18544
YOL141W	OG6_100931	Q08282
YOL142W	OG6_102463	Q08285
YOL143C	OG6_102705	P50861
YOL144W	OG6_500385	Q08287
YOL145C	OG6_102191	P89105
YOL146W	OG6_102982	Q12146
YOL147C	OG6_103414	Q12462
YOL148C	OG6_500210	P50875
YOL149W	OG6_500118	Q12517
YOL151W	OG6_100721	Q12068
YOL152W	OG6_114876	Q12333
YOL154W	OG6_137798	Q12512
YOL155C	OG6_162024	Q05164
YOL155W-A	OG6_500650	Q3E7Y8
YOL156W	OG6_100060	P54862
YOL157C	OG6_100402	Q08295
YOL158C	OG6_105688	Q08299
YOL159C	OG6_499888	Q08300
YOL159C-A	OG6_500351	Q3E769
YOL161C	OG6_109825	Q08322
YOL162W	OG6_499952	P0CF19
YOL163W	OG6_500807	P0CF20
YOL164W	OG6_108184	Q08347
YOL164W-A	OG6_500175	Q3E7A5
YOL165C	OG6_500003	Q08361
YOL166W-A	OG6_181778	Q8TGJ1
YOR001W	OG6_101473	Q12149
YOR002W	OG6_102923	Q12001
YOR003W	OG6_100121	P25036
YOR004W	OG6_102991	Q12339
YOR005C	OG6_103257	Q08387
YOR006C	OG6_101679	Q12094
YOR007C	OG6_102652	Q12118
YOR008C	OG6_500664	P54867
YOR008C-A	OG6_500678	Q3E7B9
YOR009W	OG6_500259	Q12218
YOR010C	OG6_109825	P33890
YOR011W	OG6_100151	Q08409
YOR011W-A	OG6_499930	Q3E807
YOR012W	OG6_191363	Q12351
YOR014W	OG6_100293	P38903
YOR016C	OG6_103696	Q12450
YOR017W	OG6_111633	P32606
YOR018W	OG6_112308	Q02805
YOR019W	OG6_222569	Q99248
YOR020C	OG6_100490	P38910
YOR020W-A	OG6_499981	Q3E824
YOR021C	OG6_109089	Q12314
YOR022C	OG6_103749	Q12204
YOR023C	OG6_500611	Q12433
YOR025W	OG6_110516	P53687
YOR026W	OG6_102928	P26449
YOR027W	OG6_102012	P15705
YOR028C	OG6_500759	P40917
YOR030W	OG6_500080	Q99234
YOR032C	OG6_121262	Q12398
YOR032W-A	OG6_500778	Q8TGS1
YOR033C	OG6_101671	P39875
YOR034C	OG6_101007	Q12013
YOR034C-A	OG6_499949	Q3E735
YOR035C	OG6_103191	P51534
YOR036W	OG6_102289	P32854
YOR037W	OG6_119815	P38909
YOR038C	OG6_143630	P32480
YOR039W	OG6_100687	P38930
YOR040W	OG6_101019	Q12320
YOR042W	OG6_500684	Q08412
YOR043W	OG6_114265	P12611
YOR044W	OG6_500733	Q08416
YOR045W	OG6_500948	P33448
YOR046C	OG6_101341	P20449
YOR047C	OG6_222564	Q02794
YOR048C	OG6_100417	Q02792
YOR049C	OG6_112506	Q08417
YOR051C	OG6_500323	Q08421
YOR052C	OG6_119318	Q08422
YOR054C	OG6_100772	Q08438
YOR056C	OG6_101333	Q08444
YOR057W	OG6_102530	Q08446
YOR058C	OG6_103576	P50275
YOR059C	OG6_109506	Q08448
YOR060C	OG6_500285	Q08457
YOR061W	OG6_100821	P19454
YOR062C	OG6_222608	P36025
YOR063W	OG6_100665	P14126
YOR064C	OG6_500968	Q08465
YOR065W	OG6_102032	P07143
YOR066W	OG6_500229	Q08471
YOR067C	OG6_103222	P40351
YOR068C	OG6_500665	Q08474
YOR069W	OG6_102065	Q92331
YOR070C	OG6_101452	Q08484
YOR071C	OG6_181781	Q08485
YOR072W-B	OG6_181782	Q3E832
YOR073W	OG6_500788	Q08490
YOR074C	OG6_101427	P06785
YOR075W	OG6_103713	P41834
YOR076C	OG6_499883	Q08491
YOR077W	OG6_102520	P40962
YOR078W	OG6_500629	Q08492
YOR079C	OG6_105217	Q12067
YOR080W	OG6_119818	Q08496
YOR081C	OG6_102894	Q12043
YOR083W	OG6_499839	Q12416
YOR084W	OG6_107277	Q12405
YOR085W	OG6_101708	P48439
YOR086C	OG6_100476	Q12466
YOR087W	OG6_118290	Q12324
YOR089C	OG6_100743	P36017
YOR090C	OG6_101170	Q12511
YOR091W	OG6_103017	Q12000
YOR092W	OG6_122958	Q99252
YOR093C	OG6_101035	Q12275
YOR094W	OG6_103717	P40994
YOR095C	OG6_101105	Q12189
YOR096W	OG6_101127	P26786
YOR097C	OG6_499962	Q12274
YOR098C	OG6_500308	P20676
YOR099W	OG6_104259	P27810
YOR100C	OG6_102800	Q12289
YOR101W	OG6_100217	P01119
YOR103C	OG6_103289	P46964
YOR104W	OG6_500532	Q12057
YOR105W	OG6_500087	Q08504
YOR106W	OG6_102289	Q12241
YOR107W	OG6_112352	Q99188
YOR108W	OG6_110817	Q12166
YOR109W	OG6_101787	Q12271
YOR110W	OG6_102745	Q12415
YOR111W	OG6_101328	Q99210
YOR112W	OG6_102836	Q12453
YOR113W	OG6_115680	P41696
YOR114W	OG6_500396	Q12219
YOR115C	OG6_102793	Q99394
YOR116C	OG6_100210	P04051
YOR117W	OG6_101915	P33297
YOR118W	OG6_118122	Q12108
YOR119C	OG6_101068	Q12196
YOR120W	OG6_100072	P14065
YOR122C	OG6_101239	P07274
YOR123C	OG6_104699	P38439
YOR124C	OG6_116931	Q01476
YOR125C	OG6_104460	P41735
YOR126C	OG6_102634	P41734
YOR127W	OG6_155958	P39083
YOR128C	OG6_101589	P21264
YOR129C	OG6_109955	Q99222
YOR130C	OG6_107933	Q12375
YOR131C	OG6_109293	Q12486
YOR132W	OG6_118299	P32913
YOR133W	OG6_100212	P32324
YOR134W	OG6_114191	Q12128
YOR136W	OG6_100541	P28241
YOR137C	OG6_500498	Q12212
YOR138C	OG6_499934	Q12242
YOR140W	OG6_500049	P20134
YOR141C	OG6_104893	Q12386
YOR142W	OG6_100834	P53598
YOR142W-A	OG6_100069	P0CX59
YOR142W-B	OG6_100069	Q92393
YOR143C	OG6_101973	P35202
YOR144C	OG6_129948	Q12050
YOR145C	OG6_101323	Q99216
YOR147W	OG6_500223	Q12171
YOR148C	OG6_163400	Q02521
YOR149C	OG6_105833	Q04174
YOR150W	OG6_101118	Q12487
YOR151C	OG6_100190	P08518
YOR152C	OG6_500027	Q99325
YOR153W	OG6_100151	P33302
YOR154W	OG6_103990	Q12232
YOR155C	OG6_108620	Q99312
YOR156C	OG6_102691	Q12216
YOR157C	OG6_101382	P25043
YOR158W	OG6_500655	P17558
YOR159C	OG6_102613	Q12330
YOR160W	OG6_103041	Q99189
YOR161C	OG6_104517	Q12412
YOR161C-C	OG6_499986	Q8TGS0
YOR162C	OG6_162027	Q12172
YOR163W	OG6_101097	Q99321
YOR164C	OG6_103135	Q12125
YOR165W	OG6_104183	Q99287
YOR166C	OG6_107272	Q12104
YOR167C	OG6_101185	Q3E7X9
YOR168W	OG6_101072	P13188
YOR171C	OG6_101566	Q12246
YOR172W	OG6_162027	Q12340
YOR173W	OG6_104575	Q12123
YOR174W	OG6_221206	Q12343
YOR175C	OG6_101140	Q08548
YOR176W	OG6_101310	P16622
YOR177C	OG6_123134	Q08550
YOR178C	OG6_220708	P28006
YOR179C	OG6_500583	Q08553
YOR180C	OG6_103916	Q08558
YOR181W	OG6_104030	Q12446
YOR182C	OG6_101018	P0CX34
YOR183W	OG6_500580	Q08559
YOR184W	OG6_102566	P33330
YOR185C	OG6_101761	P32836
YOR186W	OG6_499929	Q08560
YOR187W	OG6_100780	P02992
YOR188W	OG6_177178	P21339
YOR189W	OG6_500961	Q08561
YOR190W	OG6_107620	P32603
YOR191W	OG6_101296	Q08562
YOR192C	OG6_181781	Q08579
YOR192C-A	OG6_100069	Q12439
YOR192C-B	OG6_100069	Q12113
YOR192C-C	OG6_181777	Q3E736
YOR193W	OG6_222620	Q08580
YOR194C	OG6_107535	P32773
YOR195W	OG6_499973	Q08581
YOR196C	OG6_100980	P32875
YOR197W	OG6_101407	Q08601
YOR198C	OG6_105795	P38934
YOR201C	OG6_102128	P25270
YOR202W	OG6_103268	P06633
YOR204W	OG6_100461	P06634
YOR205C	OG6_102331	Q08622
YOR206W	OG6_102068	P39744
YOR207C	OG6_100190	P22276
YOR208W	OG6_121739	P29461
YOR209C	OG6_109462	P39683
YOR210W	OG6_101548	P22139
YOR211C	OG6_114251	P32266
YOR212W	OG6_101247	P18851
YOR213C	OG6_500820	Q99314
YOR214C	OG6_500017	Q12282
YOR215C	OG6_107459	Q12032
YOR216C	OG6_111491	Q12234
YOR217W	OG6_101059	P38630
YOR219C	OG6_186240	P33894
YOR220W	OG6_500904	Q12044
YOR221C	OG6_101327	Q12283
YOR222W	OG6_101369	Q99297
YOR223W	OG6_112869	Q12015
YOR224C	OG6_102056	P20436
YOR226C	OG6_100973	Q12056
YOR227W	OG6_181780	Q12276
YOR228C	OG6_116884	Q12106
YOR229W	OG6_181783	Q12206
YOR230W	OG6_181783	Q12363
YOR231W	OG6_114868	P32490
YOR232W	OG6_100642	P38523
YOR233W	OG6_101957	Q01919
YOR234C	OG6_100954	P41056
YOR236W	OG6_102548	P07807
YOR237W	OG6_112328	P35843
YOR238W	OG6_109344	Q08634
YOR239W	OG6_103169	Q08641
YOR241W	OG6_100496	Q08645
YOR242C	OG6_499908	Q08646
YOR243C	OG6_101009	Q08647
YOR244W	OG6_100632	Q08649
YOR245C	OG6_100399	Q08650
YOR246C	OG6_100091	Q08651
YOR247W	OG6_500745	Q08673
YOR249C	OG6_104954	Q08683
YOR250C	OG6_101503	Q08685
YOR251C	OG6_100692	Q08686
YOR252W	OG6_104673	Q08687
YOR253W	OG6_102120	Q08689
YOR254C	OG6_102234	P14906
YOR255W	OG6_500606	Q08692
YOR256C	OG6_186751	Q08693
YOR257W	OG6_104526	P06704
YOR258W	OG6_103324	Q08702
YOR259C	OG6_101751	P53549
YOR260W	OG6_102755	P09032
YOR261C	OG6_102054	Q08723
YOR262W	OG6_102415	Q08726
YOR264W	OG6_500380	Q08729
YOR265W	OG6_102635	P48606
YOR266W	OG6_500104	P38969
YOR267C	OG6_499931	Q08732
YOR268C	OG6_500939	Q08734
YOR269W	OG6_103699	P39946
YOR270C	OG6_100301	P32563
YOR271C	OG6_101070	Q12029
YOR272W	OG6_102659	Q12024
YOR273C	OG6_173251	Q12256
YOR274W	OG6_100923	P07884
YOR275C	OG6_102685	Q12033
YOR276W	OG6_500524	P12962
YOR278W	OG6_104358	P06174
YOR279C	OG6_500343	Q12192
YOR280C	OG6_102370	Q99369
YOR281C	OG6_102481	Q12017
YOR283W	OG6_101798	Q12040
YOR284W	OG6_500330	Q12134
YOR285W	OG6_100801	Q12305
YOR286W	OG6_100801	Q08742
YOR287C	OG6_103080	Q12481
YOR288C	OG6_100473	Q12404
YOR289W	OG6_101067	Q12012
YOR290C	OG6_101122	P22082
YOR291W	OG6_100379	Q12697
YOR292C	OG6_100380	Q08743
YOR293C-A	OG6_500392	Q3E7Y7
YOR293W	OG6_101133	Q08745
YOR297C	OG6_103841	Q08749
YOR294W	OG6_102760	Q08746
YOR295W	OG6_104393	Q08747
YOR296W	OG6_114273	Q08748
YOR298C-A	OG6_102239	O14467
YOR298W	OG6_500186	Q08750
YOR299W	OG6_110308	Q08754
YOR301W	OG6_115061	Q08760
YOR302W	OG6_500490	P08521
YOR303W	OG6_103680	P07258
YOR304C-A	OG6_500600	O14468
YOR304W	OG6_100877	Q08773
YOR305W	OG6_109748	Q08774
YOR306C	OG6_100246	Q08777
YOR307C	OG6_101650	P22215
YOR308C	OG6_103596	Q12420
YOR310C	OG6_101575	Q12499
YOR311C	OG6_108595	Q12382
YOR312C	OG6_101208	P0CX24
YOR313C	OG6_500386	P09937
YOR315W	OG6_500247	Q12507
YOR316C	OG6_102585	P32798
YOR316C-A	OG6_500199	Q3E806
YOR317W	OG6_100746	P30624
YOR319W	OG6_102421	Q99181
YOR320C	OG6_103682	Q12096
YOR321W	OG6_101353	P47190
YOR322C	OG6_133449	Q12502
YOR323C	OG6_101419	P54885
YOR324C	OG6_499852	Q99332
YOR326W	OG6_100101	P19524
YOR327C	OG6_105078	P33328
YOR328W	OG6_100151	P51533
YOR329C	OG6_500100	P34758
YOR330C	OG6_104329	P15801
YOR332W	OG6_101237	P22203
YOR334W	OG6_102708	Q01926
YOR335C	OG6_100414	P40825
YOR336W	OG6_101176	P22023
YOR337W	OG6_107650	P47988
YOR338W	OG6_222536	Q99326
YOR339C	OG6_104224	P52492
YOR340C	OG6_103646	P46669
YOR341W	OG6_101773	P10964
YOR342C	OG6_222537	Q12182
YOR343W-A	OG6_100069	Q12293
YOR343W-B	OG6_100069	Q12501
YOR344C	OG6_121262	P33122
YOR346W	OG6_103155	P12689
YOR347C	OG6_100258	P52489
YOR348C	OG6_129608	P15380
YOR349W	OG6_500565	P40987
YOR350C	OG6_105221	P24720
YOR351C	OG6_153179	P24719
YOR352W	OG6_143879	Q08816
YOR353C	OG6_124178	Q08817
YOR354C	OG6_500460	Q08818
YOR355W	OG6_500274	P41913
YOR356W	OG6_101719	Q08822
YOR357C	OG6_103563	Q08826
YOR358W	OG6_101766	Q02516
YOR359W	OG6_500051	Q08831
YOR360C	OG6_105168	P06776
YOR361C	OG6_101924	P06103
YOR362C	OG6_102011	P21242
YOR363C	OG6_222538	P52960
YOR365C	OG6_123074	Q08844
YOR367W	OG6_102866	Q08873
YOR368W	OG6_103936	P48581
YOR369C	OG6_101261	P48589
YOR370C	OG6_103227	P32864
YOR371C	OG6_222540	Q08886
YOR372C	OG6_500042	Q08887
YOR373W	OG6_138437	P32336
YOR374W	OG6_100163	P46367
YOR375C	OG6_100455	P07262
YOR376W-A	OG6_500860	Q3E805
YOR377W	OG6_222587	P40353
YOR378W	OG6_123029	Q08902
YOR380W	OG6_153336	Q08904
YOR381W	OG6_114877	Q08905
YOR381W-A	OG6_500741	Q3E804
YOR382W	OG6_500015	Q08906
YOR383C	OG6_222570	Q08907
YOR384W	OG6_114877	Q08908
YOR385W	OG6_162026	Q08909
YOR386W	OG6_100453	P05066
YOR387C	OG6_150258	Q08910
YOR388C	OG6_112762	Q08911
YOR389W	OG6_113580	Q08912
YOR390W	OG6_105857	Q08913
YOR391C	OG6_105123	Q08914
YOR393W	OG6_100260	P0CX10
YOR394C-A	OG6_500571	Q8TGJ0
YOR394W	OG6_109825	P0CE86
YOR396W	OG6_108906	P0CX22
YPL001W	OG6_102175	Q12341
YPL002C	OG6_102942	Q12483
YPL003W	OG6_101722	Q12059
YPL004C	OG6_112026	Q12230
YPL005W	OG6_500152	Q12089
YPL006W	OG6_101370	Q12200
YPL007C	OG6_500394	Q12308
YPL008W	OG6_102316	P22516
YPL009C	OG6_101297	Q12532
YPL010W	OG6_101375	P53600
YPL011C	OG6_133395	Q12297
YPL012W	OG6_103654	Q12754
YPL013C	OG6_101089	Q02608
YPL014W	OG6_499865	Q02606
YPL015C	OG6_101879	P53686
YPL016W	OG6_108795	P09547
YPL017C	OG6_500048	Q02733
YPL018W	OG6_500280	Q02732
YPL019C	OG6_122869	Q02725
YPL020C	OG6_101235	Q02724
YPL021W	OG6_499853	Q02710
YPL022W	OG6_101959	P06777
YPL023C	OG6_101298	P46151
YPL024W	OG6_104074	Q02685
YPL026C	OG6_111239	Q12505
YPL027W	OG6_500799	Q02651
YPL028W	OG6_100472	P41338
YPL029W	OG6_101922	P32580
YPL030W	OG6_105442	Q02648
YPL031C	OG6_100334	P17157
YPL032C	OG6_222563	Q03088
YPL033C	OG6_500561	Q03085
YPL034W	OG6_500723	Q03083
YPL036W	OG6_100641	P19657
YPL037C	OG6_101091	Q02642
YPL038W	OG6_119813	Q03081
YPL038W-A	OG6_500721	Q3E7B4
YPL039W	OG6_500044	Q03080
YPL040C	OG6_101646	P48526
YPL041C	OG6_133436	Q03079
YPL042C	OG6_102974	P39073
YPL043W	OG6_102701	P37838
YPL045W	OG6_102133	Q03308
YPL046C	OG6_102390	Q03071
YPL047W	OG6_104688	Q03067
YPL048W	OG6_101050	P29547
YPL049C	OG6_500447	Q03063
YPL050C	OG6_132885	P39107
YPL051W	OG6_103510	Q02804
YPL052W	OG6_500797	Q02803
YPL053C	OG6_500194	P54070
YPL054W	OG6_116570	Q02799
YPL055C	OG6_500953	Q02796
YPL056C	OG6_500692	Q02786
YPL057C	OG6_108518	P33300
YPL058C	OG6_100151	Q02785
YPL059W	OG6_101462	Q02784
YPL060C-A	OG6_100069	A0A0B7P3V8
YPL060W	OG6_102708	Q02783
YPL061W	OG6_100163	P54115
YPL063W	OG6_102279	Q02776
YPL064C	OG6_102804	Q02770
YPL065W	OG6_103220	Q02767
YPL066W	OG6_500691	Q12194
YPL067C	OG6_111207	Q02754
YPL068C	OG6_500550	Q02749
YPL069C	OG6_103487	Q12051
YPL070W	OG6_137747	Q02866
YPL071C	OG6_500784	Q02864
YPL072W	OG6_143281	Q02863
YPL074W	OG6_100722	P40328
YPL075W	OG6_500047	P07261
YPL076W	OG6_103319	P46961
YPL077C	OG6_222547	Q02831
YPL078C	OG6_111834	P05626
YPL079W	OG6_100663	Q12672
YPL081W	OG6_100955	O13516
YPL082C	OG6_101665	P32333
YPL083C	OG6_113531	Q02825
YPL084W	OG6_104542	P48582
YPL085W	OG6_500574	P48415
YPL086C	OG6_100741	Q02908
YPL087W	OG6_104603	Q02896
YPL088W	OG6_101126	Q02895
YPL089C	OG6_145317	Q12224
YPL090C	OG6_100737	P0CX37
YPL091W	OG6_101659	P41921
YPL092W	OG6_106656	P41930
YPL093W	OG6_101289	Q02892
YPL094C	OG6_106907	P21825
YPL095C	OG6_100540	Q02891
YPL096C-A	OG6_499996	P62651
YPL096W	OG6_103952	Q02890
YPL097W	OG6_101423	P48527
YPL098C	OG6_105143	Q02889
YPL099C	OG6_171073	Q02888
YPL100W	OG6_500620	Q02887
YPL101W	OG6_103712	Q02884
YPL103C	OG6_102519	Q02883
YPL104W	OG6_101912	P15179
YPL105C	OG6_500146	Q02875
YPL106C	OG6_100680	P32589
YPL107W	OG6_108985	Q02873
YPL108W	OG6_500793	Q02872
YPL109C	OG6_103424	Q02981
YPL110C	OG6_103450	Q02979
YPL111W	OG6_102008	P00812
YPL112C	OG6_222620	Q02969
YPL113C	OG6_143663	Q02961
YPL115C	OG6_111846	P32873
YPL116W	OG6_121212	Q02959
YPL117C	OG6_102471	P15496
YPL118W	OG6_143686	Q02950
YPL119C	OG6_100461	P24784
YPL119C-A	OG6_499843	Q3E751
YPL120W	OG6_102610	Q02948
YPL121C	OG6_500588	P32489
YPL122C	OG6_101881	Q02939
YPL123C	OG6_101324	Q02933
YPL124W	OG6_500315	P33419
YPL125W	OG6_102979	Q02932
YPL126W	OG6_102924	Q02931
YPL127C	OG6_100982	P53551
YPL128C	OG6_133447	Q02457
YPL129W	OG6_123100	P35189
YPL130W	OG6_500898	Q03029
YPL131W	OG6_100789	P26321
YPL132W	OG6_102743	P19516
YPL133C	OG6_113584	P19541
YPL134C	OG6_101369	Q03028
YPL135W	OG6_100973	Q03020
YPL137C	OG6_181780	Q03016
YPL138C	OG6_119798	Q03012
YPL139C	OG6_181783	Q03010
YPL140C	OG6_114868	P32491
YPL141C	OG6_101957	Q03002
YPL143W	OG6_100954	P05744
YPL144W	OG6_500179	Q12245
YPL145C	OG6_112328	P35844
YPL146C	OG6_103655	Q12080
YPL147W	OG6_100236	P41909
YPL148C	OG6_104707	Q12036
