Accession	Gene Names	Entry	Protein names	Mass
OG6_101363	C405630WA	Q5A462	DNA-directed RNA polymerase II core subunit	35046
OG6_107815	C405640CA	A0A1D8PMD0	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	30824
OG6_116866	C405650WA	Q5A460	Protein FAF1	37096
OG6_103100	C405660CA	A0A1D8PMC8	Condensin complex subunit 2	84168
OG6_101196	C405670WA	A0A1D8PME0	I-AAA protease	75869
OG6_106693	C405680WA	A0A1D8PMD1	Phosphate-sensing transcription factor	71449
OG6_100992	C405690WA	Q5A455	Protein transport protein SEC23	85684
OG6_137780	C405700WA	A0A1D8PME2	Zcf5p	110896
OG6r21_126947	C405730WA	A0A1D8PME7	Uncharacterized protein	25866
OG6_113007	C405740CA	A0A1D8PME5	DNA-binding E3 ubiquitin-protein ligase	164146
OG6_102567	C405750CA	Q5A449	U2 small nuclear ribonucleoprotein A' (U2 snRNP A')	27168
OG6_101990	C405760WA	A0A1D8PME6	mRNA-capping enzyme subunit alpha (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (mRNA guanylyltransferase)	52253
OG6_114877	C405770CA	Q5A446	Ferric/cupric reductase transmembrane component 1 (EC 1.16.1.9) (Ferric-chelate reductase 1)	84888
OG6_114877	C405780CA	A0A1D8PME3	Cfl2p	83196
OG6_104539	C405790WA	A0A1D8PME8	Transport protein particle complex II subunit	146357
OG6r21_140073	C405800CA	A0A1D8PME1	Uncharacterized protein	14388
OG6_102152	C405810WA	Q5A441	J domain-containing protein	52667
OG6_103491	C405820WA	A0A1D8PMF5	Complex 1 LYR protein domain-containing protein	10560
OG6r21_140074	C405830WA	A0A1D8PMF3	Uncharacterized protein	13503
OG6_114877	C405840WA	A0A1D8PMF4	ferric-chelate reductase (NADPH) (EC 1.16.1.9)	82643
OG6_114171	C405850CA	A0A1D8PMF7	LYC1 C-terminal domain-containing protein	47387
OG6_102908	C405860WA	Q5A435	Prefoldin subunit 4	15045
OG6r21_126948	C405870CA	A0A1D8PMG2	Transcription factor domain-containing protein	66099
OG6_107467	C405880WA	Q5A432	Transcriptional regulatory protein GAT1	75488
OG6_113966	C405890WA	Q5A431	SelT/selW/selH selenoprotein domain-containing protein	19780
OG6r21_101826	C405900CA	A0A1D8PMF0	Uncharacterized protein	41579
OG6_102537	C405910CA	A0A1D8PMF6	E3 ubiquitin-protein ligase PEP5 (EC 2.3.2.27)	126083
OG6r21_126949	C405920CA	Q59QA5	Predicted GPI-anchored protein 49	81980
OG6_120864	C405940WA	A0A1D8PMG3	Pps1p	117309
OG6_102764	C405960WA	A0A1D8PMG0	Nif3p	30986
OG6_114707	C405970WA	A0A1D8PMG6	BTB domain-containing protein	78941
OG6_100651	C405980CA	A0A1D8PMG4	Nucleotide diphosphatase/phosphodiesterase	78545
OG6_102371	C406000WA	Q59Q79	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)	52325
OG6_106313	C406010CA	A0A1D8PMG7	Histone deacetylase	49187
OG6_103155	C406020CA	Q59Q77	Deoxycytidyl transferase	128119
OG6_100851	C406030WA	A0A1D8PMF8	Calmodulin	16478
OG6_129960	C406040WA	A0A1D8PMG1	Uncharacterized protein	45166
OG6_139144	C406050WA	A0A1D8PMH1	Med3p	21538
OG6_101020	C406060WA	A0A1D8PMH5	Vacuolar protein sorting-associated protein	348714
OG6_101497	C406070CA	A0A1D8PMH2	methionyl-tRNA formyltransferase (EC 2.1.2.9)	40745
OG6_112444	C406080WA	A0A1D8PMH7	Uncharacterized protein	6457
OG6r21_102272	C406090CA	A0A1D8PMH3	RRN6 beta-propeller domain-containing protein	90522
OG6_103455	C406100WA	A0A1D8PMH9	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I)	96269
OG6_102774	C406110CA	A0A1D8PMH6	Tryptophan synthase (EC 4.2.1.20)	76073
OG6_100455	C406120WA	A0A1D8PMH8	Glutamate dehydrogenase	49577
OG6_209567	C406130WA	A0A1D8PMG9	PH domain-containing protein	430978
OG6_103711	C406140CA	A0A1D8PMH0	Nodulin-like domain-containing protein	51902
OG6_103529	C406150CA	A0A1D8PMI3	Homologous-pairing protein 2 winged helix domain-containing protein	23401
OG6_102729	C406160WA	A0A1D8PMI5	CAP-Gly domain-containing protein	58182
OG6_101211	C406170CA	Q5A199	Translation machinery-associated protein 20	20685
OG6_102422	C406190CA	Q5A1A0	ATP-dependent DNA helicase MPH1 (EC 3.6.4.12) (FANCM-like protein 1)	135038
OG6r21_108072	C406200WA	A0A1D8PMI0	Uncharacterized protein	7830
OG6_101399	C406210CA	A0A1D8PMJ1	RNA-binding GTPase	58546
OG6r21_110832	C406220CA	A0A1D8PMJ4	Uncharacterized protein	26052
OG6_101124	C406230CA	Q5A1A4	Apyrase	78682
OG6r21_101386	C406240WA	Q5A1A5	PH-response regulator protein palC	50143
OG6r21_115550	C406250CA	A0A1D8PMI1	GTP-Rho binding exocyst subunit	88140
OG6r21_102043	C406260WA	Q5A1A9	Predicted GPI-anchored protein 43	26292
OG6_102847	C406270CA	Q5A1B0	Sterol-4-alpha-carboxylate 3-dehydrogenase ERG26, decarboxylating (EC 1.1.1.170) (C-3 sterol dehydrogenase ERG26) (C-4 decarboxylase ERG26)	39184
OG6_115538	C406280CA	Q5A1B1	Enoyl reductase (ER) domain-containing protein	39221
OG6_104774	C406290WA	A0A1D8PMJ7	Chromatin DNA-binding EKC/KEOPS complex subunit	11121
OG6r21_119633	C406300CA	Q5A1B2	Probable cell wall protein PGA42 (Predicted GPI-anchored protein 42)	25141
OG6r21_140075	C406310CA	Q5A1B3	Probable cell wall protein PGA41 (Predicted GPI-anchored protein 41)	30408
OG6_137871	C406340WA	A0A1D8PMK0	Ago1p	104146
OG6_109925	C406350CA	A0A1D8PMK3	FG-nucleoporin	68130
OG6_100272	C406360CA	Q5A1C0	Peroxisomal trans-2-enoyl-CoA reductase (EC 1.3.1.38)	28541
OG6_100185	C406370CA	Q5A1C1	Bicarbonate transporter-like transmembrane domain-containing protein	63370
OG6_119760	C406380WA	P87218	Sorbose reductase homolog SOU2 (EC 1.1.-.-)	29892
OG6_119760	C406390WA	P87219	Sorbose reductase SOU1 (EC 1.1.1.289) (Sorbitol utilization protein SOU1)	30038
OG6_101069	C406400CA	P87220	V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)	30020
OG6_102092	C406410WA	A0A1D8PMK6	Pre-mRNA-splicing factor SYF1	99491
OG6r21_106217	C406420WA	Q5A1C7	SBE2/SBE22 middle domain-containing protein	99250
OG6_101377	C406430CA	A0A1D8PML6	Protein AFG1	62718
OG6_101110	C406440CA	A0A1D8PML3	Uncharacterized protein	45745
OG6_104604	C406450WA	A0A1D8PML5	Vps72/YL1 C-terminal domain-containing protein	15821
OG6_103373	C406460CA	A0A1D8PMJ9	Uncharacterized protein	25816
OG6_129958	C406470WA	A0A1D8PMK4	Uncharacterized protein	23050
OG6_100339	C406480CA	Q5A1D3	Extracellular signal-regulated kinase 1 (ERK1) (EC 2.7.11.24) (MAP kinase 1) (MAPK 1)	48536
OG6_102391	C406490CA	A0A1D8PML0	DNA primase large subunit	63418
OG6_102309	C406500WA	Q5A1D5	FACT complex subunit SPT16 (CaCDC68) (Cell division control protein 68) (Facilitates chromatin transcription complex subunit SPT16)	121334
OG6_105118	C406510CA	A0A1D8PML8	Cso99p	38102
OG6_107787	C406530CA	Q5A1D7	Xut1p	63488
OG6_133175	C406540WA	A0A1D8PMM6	Mnn4p	116258
OG6_109925	C406550CA	Q5A1E0	Cell wall protein IFF5 (Adhesin-like protein IFF5)	136893
OG6r21_140076	C406560WA	Q5A1E1	Probable cell wall protein PGA15 (Predicted GPI-anchored protein 15)	18105
OG6_104452	C406570CA	P83779	Pyruvate decarboxylase (EC 4.1.1.1)	62441
OG6_118300	C406580WA	Q5A1E3	Transcriptional regulator CBF1	29153
OG6_102445	C406590WA	Q5A1E4	J domain-containing protein	32754
OG6_100284	C406600WA	A0A1D8PMM1	DNA topoisomerase 2 (EC 5.6.2.2)	165363
OG6_100447	C406610CA	Q5A1E8	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	70176
OG6_102220	C406620CA	A0A1D8PMM7	Uncharacterized protein	16635
OG6r21_115551	C406630CA	Q5A1F0	Uncharacterized protein	19756
OG6r21_115552	C406640CA	Q5A1F1	Uncharacterized protein	18663
OG6_102065	C406650WA	Q5A1F2	Sorting nexin 1	76155
OG6_100067	C406660WA	A0A1D8PMN0	HTH CENPB-type domain-containing protein	59386
OG6_153153	C406670WA	Q5A0V4	CASTOR ACT domain-containing protein	44841
OG6_173085	C406680CA	A0A1D8PMM2	GYF domain-containing protein	97803
OG6_102572	C406690CA	A0A1D8PMM0	Proteasome maturation factor UMP1	16649
OG6_100445	C406710WA	A0A1D8PMM8	Enoyl reductase (ER) domain-containing protein	40474
OG6_100868	C406720WA	Q5A0V9	rRNA 2'-O-methyltransferase fibrillarin (Histone-glutamine methyltransferase)	33167
OG6_100148	C406730CA	Q5A0W0	Imp2'p	51637
OG6_500023	C406740CA	Q5A0W1	UBX domain-containing protein	69301
OG6_101157	C406760WA	A0A1D8PMP1	Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	72460
OG6_105399	C406770WA	Q5A0W4	Zinc transporter	69953
OG6_100194	C406780CA	A0A1D8PMP0	Oye32p	47517
OG6_102080	C406790WA	Q5A0W6	GPN-loop GTPase 3	30867
OG6_101792	C406800WA	Q5A0W7	RuvB-like helicase 1 (EC 3.6.4.12)	49990
OG6_101825	C406810CA	A0A1D8PMN4	Syntaxin-binding protein	72255
OG6_124662	C406820CA	Q5A0W9	Zinc cluster transcription factor CZF1	43379
OG6_101716	C406830CA	A0A1D8PMN9	Chaperonin-containing T-complex subunit	60667
OG6_105072	C406840WA	A0A1D8PMP5	Translin	29803
OG6_100342	C406850CA	A0A1D8PMP9	Methionine aminopeptidase (EC 3.4.11.18)	41211
OG6_100962	C406860CA	A0A1D8PMQ1	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase)	16209
OG6_101915	C406870WA	A0A1D8PMQ4	Proteasome regulatory particle base subunit	47729
OG6_106980	C406880CA	A0A1D8PMQ0	26S proteasome complex subunit SEM1	10747
OG6_105259	C406890WA	A0A1D8PMP4	Arr3p	44256
OG6_100130	C406900WA	A0A1D8PMP7	Gst1p	29030
OG6_103429	C406910WA	Q5A0X6	ABC transporter domain-containing protein	64681
OG6r21_140079	C406920CA	Q5A0X8	Secreted hemophore CSA2 (Surface antigen protein 2)	15078
OG6_103514	C406930CA	Q5A0Y0	Exm2p	28040
OG6_105273	C406940CA	A0A1D8PMQ7	Uncharacterized protein	44907
OG6_100211	C406950WA	Q5A0Y2	21S rRNA pseudouridine(2819) synthase (EC 5.4.99.43) (Pseudouridine synthase 5) (Pseudouridylate synthase PUS5) (Uracil hydrolyase PUS5)	28391
OG6_121401	C406960WA	A0A1D8PMR1	CipC-like antibiotic response protein	15832
OG6_101746	C406970CA	A0A1D8PMR6	Zinc-regulated transporter 1	51206
OG6_137798	C406980WA	P87020	pH-regulated antigen PRA1 (58 kDa fibrinogen-binding mannoprotein)	33159
OG6_133175	C406990WA	A0A1D8PMQ3	LicD/FKTN/FKRP nucleotidyltransferase domain-containing protein	80961
OG6r21_115553	C407000WA	Q5A0Y7	Uncharacterized protein	23936
OG6_101199	C407010CA	Q5A0Y8	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (DNA repair MTase) (O-6-methylguanine-DNA-alkyltransferase)	19492
OG6r21_115554	C407020CA	Q5A0Y9	Yippee domain-containing protein	17064
OG6_104458	C407030WA	Q5A0Z0	Phosphoadenylyl-sulfate reductase (Thioredoxin)	29169
OG6_133359	C407040WA	A0A1D8PMR7	Cytochrome P450	60114
OG6_104603	C407050WA	Q5A0Z2	Alkaline dihydroceramidase	34656
OG6_100210	C407060WA	A0A1D8PMS1	DNA-directed RNA polymerase subunit (EC 2.7.7.6)	161459
OG6r21_107074	C407070WA	A0A1D8PMS5	Cta6p	24498
OG6_100282	C407080CA	A0A1D8PMR4	Centrosomin N-terminal motif 1 domain-containing protein	122173
OG6_103270	C407090CA	A0A1D8PMR2	Anthranilate phosphoribosyltransferase	39481
OG6_100305	C407100CA	A0A1D8PMR5	ATP-dependent RNA helicase	227193
OG6_100754	C407110CA	Q5A0Z9	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	44175
OG6_102031	C407120CA	Q5A102	Mismatch repair ATPase	98321
OG6_109925	C407130WA	A0A1D8PMS0	Uncharacterized protein	156633
OG6_102353	C407140WA	Q5A107	PRELI/MSF1 domain-containing protein	22388
OG6r21_110833	C407150WA	Q5A108	Uncharacterized protein	20761
OG6r21_140080	C407160WA	A0A1D8PMT4	Uncharacterized protein	6744
OG6r21_167648	C407170CA	A0A1D8PMT5	Uncharacterized protein	9375
OG6_101107	C407180WA	Q5A109	Ubiquitin-ribosomal protein eS31 fusion protein [Cleaved into: Ubiquitin; Small ribosomal subunit protein eS31 (40S ribosomal protein S31)]	17268
OG6_102983	C407190WA	A0A1D8PMS7	Exocyst subunit	90541
OG6_104282	C407200CA	A0A1D8PMT0	Lipid phosphatase	47361
OG6r21_110847	C407210WA	A0A1D8PMS3	Something about silencing protein 4 domain-containing protein	35028
OG6_103308	C407220CA	A0A1D8PMS8	Sister chromatid cohesion protein	118122
OG6_156413	C407230CA	Q5A119	Chromatin modification-related protein EAF1 (ESA1-associated factor 1) (Vacuolar import and degradation protein 21)	79535
OG6_118131	C407240WA	A0A1D8PMT7	Late Golgi vesicles protein	13914
OG6r21_119634	C407250CA	A0A1D8PMT1	Tlo10p	24894
OG6r21_167649	C407260WA	A0A1D8PMU6	PiggyBac transposable element-derived protein domain-containing protein	13744
OG6r21_167650	C500010WA	A0A1D8PMU7	Tlo11p	19967
OG6_100942	C500030WA	A0A1D8PMT8	Mitochondrial 54S ribosomal protein MRPL1	30216
OG6_104164	C500040CA	A0A1D8PMT2	GPI-anchor transamidase subunit	61261
OG6r21_102826	C500050WA	A0A1D8PMU0	Genetic interactor of prohibitin 5, mitochondrial	27300
OG6r21_119635	C500060CA	A0A1D8PMT3	Anaphase-promoting complex subunit 4	61061
OG6_108525	C500070WA	G1UB61	Septin CDC11 (Cell division control protein 11)	46712
OG6_102500	C500080CA	A0A1D8PMT6	Coatomer subunit epsilon	35593
OG6_500010	C500090CA	A0A1D8PMU4	Uncharacterized protein	25759
OG6r21_101675	C500100CA	A0A1D8PMU2	Transmembrane protein	22873
OG6_100294	C500110CA	A0A1D8PMV9	threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase)	81699
OG6r21_140081	C500120WA	A0A1D8PMV7	Uncharacterized protein	11238
OG6_100370	C500130CA	A0A1D8PMU5	Mitochondrial 54S ribosomal protein YmL38/YmL34	14672
OG6_102603	C500140CA	A0A1D8PMU1	Uncharacterized protein	16118
OG6_100442	C500150CA	A0A1D8PMU8	Importin subunit alpha	60904
OG6r21_101254	C500160WA	A0A1D8PMU3	Uncharacterized protein	28057
OG6_118187	C500170WA	A0A1D8PMV1	UspA domain-containing protein	41268
OG6_101402	C500180WA	A0A1D8PMU9	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.24)	83845
OG6_101866	C500190CA	Q5A4W7	Fatty acid synthase subunit beta (EC 2.3.1.86) [Includes: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9); [Acyl-carrier-protein] acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] malonyltransferase (EC 2.3.1.39); S-acyl fatty acid synthase thioesterase (EC 3.1.2.14)]	227802
OG6_100249	C500200CA	Q5A4W8	Bromodomain-containing factor 1	82552
OG6_113897	C500210CA	Q5A4X0	E3 ubiquitin-protein ligase BRE1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRE1)	78522
OG6_100592	C500220WA	Q5A4X3	Glucosidase II subunit alpha	100059
OG6_103129	C500230CA	Q5A4X4	Endonuclease	32776
OG6_111996	C500240WA	Q5A4X5	Transcription factor SKN7	61058
OG6_104590	C500250CA	Q5A4X6	SRR1-like domain-containing protein	23884
OG6_118316	C500260WA	Q5A4X7	ribose-phosphate diphosphokinase (EC 2.7.6.1)	44466
OG6_121753	C500270WA	Q5A4X8	Hydrophilin PGA14 (Predicted GPI-anchored protein 14)	13744
OG6_102078	C500280CA	Q5A4X9	Endonuclease (EC 3.1.30.-)	35813
OG6_104072	C500290WA	Q5A4Y0	tRNA-dihydrouridine synthase (EC 1.3.1.-)	38383
OG6_101113	C500300CA	Q5A4Y2	Structural maintenance of chromosomes protein	155217
OG6r21_106218	C500310CA	Q5A4Y4	Uncharacterized protein	19997
OG6_102992	C500320WA	A0A1D8PMX3	Mitochondrial 54S ribosomal protein	11075
OG6_110173	C500330CA	Q5A4Z0	Protein CSF1	338889
OG6r21_101827	C500340WA	Q5A4Z1	Uncharacterized protein	36429
OG6_120853	C500350CA	Q5A4Z2	Type I HSP40 co-chaperone	49669
OG6_100500	C500370WA	A0A1D8PMW6	Cofilin (Actin-depolymerizing factor 1)	15852
OG6_167350	C500380WA	Q5A4Z4	HTH CENPB-type domain-containing protein	91139
OG6_108420	C500390CA	Q5A4Z5	Uncharacterized protein	18284
OG6r21_102044	C500400CA	Q5A4Z7	Uncharacterized protein	92427
OG6_104065	C500420CA	Q5A4Z9	Mitochondrial 37S ribosomal protein YmS16	13510
OG6_100343	C500430WA	Q5A500	Adenylyl-sulfate kinase (EC 2.7.1.25)	22537
OG6_102450	C500440CA	Q5A501	ESCRT-III subunit protein	26443
OG6_100720	C500450CA	A0A1D8PMX7	Ifg3p	38679
OG6_100257	C500460CA	Q5A503	Oxidoreductase	70895
OG6_105803	C500470CA	Q5A504	Kre62p	71658
OG6_100867	C500480CA	P46250	SEC14 cytosolic factor (Phosphatidylinositol/phosphatidylcholine transfer protein) (PI/PC TP)	34709
OG6_129770	C500490CA	Q5A506	GTPase activating protein BUD2 (Bud site selection protein 2)	142287
OG6_101981	C500500WA	Q5A507	ATP-dependent RNA helicase	114640
OG6_109925	C500510WA	Q5A508	Uncharacterized protein	54739
OG6_101180	C500530WA	Q5A510	Sphingomyelin phosphodiesterase	89028
OG6r21_115555	C500540CA	A0A1D8PMZ6	Aga1p	38147
OG6r21_101532	C500550CA	Q5A512	Uncharacterized protein	11946
OG6_101934	C500560WA	Q5A513	E2 ubiquitin-conjugating protein	19087
OG6_100089	C500570WA	A0A1D8PMY6	Phospholipid-transporting ATPase (EC 7.6.2.1)	195483
OG6_114406	C500580WA	Q5A515	F-box domain-containing protein	80404
OG6_100505	C500590WA	Q5A516	ADP/ATP translocase (ADP,ATP carrier protein)	32755
OG6r21_140084	C500600CA	A0A1D8PMY7	F-box domain-containing protein	51210
OG6r21_102045	C500610CA	A0A1D8PMZ0	Uncharacterized protein	69614
OG6_103892	C500620WA	Q5A519	EKC/KEOPS complex subunit CGI121	23374
OG6_101671	C500630CA	A0A1D8PMZ2	Rad2 family nuclease	79126
OG6_102372	C500640CA	A0A1D8PN01	Sam51p	57403
OG6_103889	C500650CA	Q92209	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	39130
OG6_103408	C500660CA	P10613	Lanosterol 14-alpha demethylase (LDM) (EC 1.14.14.154) (Cytochrome P450 51) (Cytochrome P450-14DM) (Cytochrome P450-LIA1) (CYPLI) (Ergosterol biosynthesis protein 11) (Sterol 14-alpha demethylase)	60675
OG6_104805	C500670CA	A0A1D8PMZ4	Hms1p	76670
OG6_105679	C500680WA	A0A1D8PMZ3	Arginine N-methyltransferase 2 (EC 2.1.1.-)	52316
OG6_103797	C500690CA	A0A1D8PN00	RNA polymerase II transcription factor B subunit 3 (RNA polymerase II transcription factor B 38 kDa subunit) (RNA polymerase II transcription factor B p38 subunit)	42036
OG6_102374	C500700CA	A0A1D8PMZ8	S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50)	43552
OG6_109925	C500710WA	Q59XB0	Cell wall protein IFF7 (Adhesin-like protein IFF7)	72110
OG6r21_100223	C500730WA	Q59XA7	Hyphally regulated cell wall protein 3 (Adhesin-like protein HYR3)	123069
OG6_142748	C500740WA	Q59XA3	Ctf8p	18400
OG6_104348	C500750CA	A0A1D8PN11	Tyrosine specific protein phosphatases domain-containing protein	74073
OG6_100958	C500760WA	A0A1D8PN15	Oxidant-induced cell-cycle arrest protein 5	69417
OG6_103256	C500770CA	A0A1D8PN03	Folic acid synthesis protein fol1	88329
OG6r21_102273	C500780CA	A0A1D8PN02	Restriction of telomere capping protein 4	40510
OG6_129981	C500790CA	A0A1D8PN05	Nrd1 complex RNA-binding subunit	75465
OG6_104344	C500800CA	A0A1D8PN08	Indoleamine 2,3-dioxygenase (EC 1.13.11.52)	49798
OG6_101949	C500810CA	Q59X94	Putative heme-binding peroxidase (EC 1.11.1.-)	32950
OG6_103062	C500820WA	Q59X93	Large ribosomal subunit protein mL46	33198
OG6_101674	C500830CA	Q59X92	Endoplasmic reticulum-Golgi intermediate compartment protein	46684
OG6_103233	C500840WA	Q59X91	Uncharacterized protein	44670
OG6_110646	C500850CA	Q5A1L3	IMS import disulfide relay-system CHCH-CHCH-like Cx9C domain-containing protein	12076
OG6_103471	C500860WA	A0A1D8PN24	Mitochondrial inner membrane protease subunit (EC 3.4.21.-)	18277
OG6_112813	C500870CA	A0A1D8PN14	Glycerophosphocholine permease GIT4 (GroPCho permease GIT4) (Glycerophosphodiester transporter GIT4)	59246
OG6_112813	C500880CA	Q5A1L6	Major glycerophosphoinositol permease GIT3 (GroPCho permease GIT3) (Glycerophosphodiester transporter GIT3)	59400
OG6_112813	C500890CA	A0A1D8PN12	Glycerophosphodiester transporter GIT2	59304
OG6_106265	C500900CA	Q5A1L8	dihydroorotase (EC 3.5.2.3)	39884
OG6_100096	C500910CA	Q5A1L9	Trx2p	13724
OG6_102797	C500920WA	Q5A1M0	Spliceosomal protein DIB1	17363
OG6_101885	C500930CA	Q5A1M1	Tfs1p	29346
OG6_101766	C500940CA	A0A1D8PN26	Hap5p	40270
OG6_114637	C500950CA	Q5A1M3	Histone-lysine N-methyltransferase SET5 (EC 2.1.1.-) (SET domain-containing protein 5)	53880
OG6_115881	C500980WA	Q5A1M4	Transcriptional regulator of yeast form adherence 3	57301
OG6r21_101828	C501000CA	Q5A1M5	Uncharacterized protein	24925
OG6r21_107075	C501010WA	Q5A1M6	Ccw14p	30625
OG6_105331	C501020CA	A0A1D8PN22	Sm domain-containing protein	10066
OG6_107811	C501040WA	A0A1D8PN25	GSKIP domain-containing protein	12411
OG6_101282	C501050CA	A0A1D8PN49	Mitochondrial 54S ribosomal protein IMG1	20964
OG6_102190	C501060CA	Q5A1M9	18S rRNA (Guanine1575-N7)-methyltransferase	30231
OG6_153135	C501070CA	Q5A1N1	Uncharacterized protein	56824
OG6r21_126950	C501080CA	A0A1D8PN35	Gds1p	56847
OG6_111804	C501090CA	A0A1D8PN39	JmjC domain-containing protein	60942
OG6_500965	C501100CA	Q5A1N6	G1/S-specific cyclin CLN3	53177
OG6_102788	C501110WA	Q5A1N7	OTU domain-containing protein	36744
OG6_101849	C501130WA	A0A1D8PN32	Holocytochrome c-type synthase (EC 4.4.1.17)	30230
OG6_100693	C501140CA	A0A1D8PN34	Mitochondrial 15S rRNA processing factor CCM1	86332
OG6_500327	C501170WA	Q5A1U8	Ras modification protein ERF4	24666
OG6_100327	C501180WA	A0A1D8PN62	tRNA pseudouridine(55) synthase (EC 5.4.99.25)	43436
OG6r21_101026	C501190WA	A0A1D8PN37	FIST domain-containing protein	41345
OG6_166187	C501200WA	Q5A1V3	ADP-ribose 1''-phosphate phosphatase (EC 3.1.3.84)	17453
OG6_100232	C501210WA	A0A1D8PN45	Dynamin-like GTPase	76944
OG6_412754	C501220WA	A0A1D8PN51	Uncharacterized protein	48020
OG6_102231	C501230CA	Q5A1Q0	Glucose-6-phosphate 1-epimerase (EC 5.1.3.15)	33799
OG6_110014	C501240WA	O13332	Inositol phosphorylceramide synthase (IPC synthase) (EC 2.-.-.-) (Aureobasidin A resistance protein homolog) (Phosphatidylinositol:ceramide phosphoinositol transferase)	53458
OG6_143127	C501250WA	A0A1D8PN42	Gpr1p	92341
OG6_170822	C501260WA	A0A1D8PN40	F-box domain-containing protein	90986
OG6_100558	C501270WA	A0A1D8PN41	Sge1p	68225
OG6_103846	C501280CA	Q5A1Q5	Probable kinetochore protein NUF2	56646
OG6_104460	C501290CA	A0A1D8PN46	5-demethoxyubiquinone hydroxylase, mitochondrial (DMQ hydroxylase) (EC 1.14.99.60) (Ubiquinone biosynthesis monooxygenase COQ7)	27541
OG6_102335	C501300CA	A0A1D8PN57	mRNA-binding phosphate metabolism regulator	40398
OG6_103077	C501310WA	A0A1D8PN50	U1 small nuclear ribonucleoprotein component SNU71	25130
OG6_100252	C501320WA	A0A1D8PN61	non-specific serine/threonine protein kinase (EC 2.7.11.1)	69763
OG6_110516	C501340WA	Q5A1W9	NAD-dependent histone deacetylase HST3 (EC 2.3.1.286) (Homologous to SIR2 protein 3) (Regulatory protein SIR2 homolog 3)	55080
OG6_113012	C501350WA	A0A1D8PN55	TECPR1-like DysF domain-containing protein	72094
